Equation,Result,Gradient
2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068273540096134330382910292558394624803965003687894086945780753978632406821315590331396939586324554568140782444196378542563883934328566875166231727045812138786233391346473531539397379596816642522142925734652867396674315846273645619939535819615736393020255838520614506002220953189624311264742086818508124048936004982755798575766448266222141683101654052734375 - 4.77333806796813231570621780189627765592094178214426041233377173325201816644487571515915192985627379415136742608373510493018414598094419370271114549093893420254800690708402008159693060753051856828252579479364090544986509904677664455682027956672206255507044076752982413781581187733537064233344231227355747318205994068895936521812473074533045291900634765625E-152,2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682258067154546490597532303803756620274057942700726443416574162612998866396511415742453480670259918301992687699355411915145820928687574332292046155909027494442079112774026913385814102907413373364601004767049309876198171952831778534939676168200691723947051341129392077608427950708509575583187523953853884742041843833489089821142670189146883785724639892578125,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999937658099089415723921420189994791063614772105750824164918648716735015359211609963829197092672353999920718365222222498670880988814589898163498271597278710127136323547117311982420534315417290152622976300188986006036732336861064798306595762627841112170075730886459669479003796060861372338737736027587516693770428359739739791032788984590464261632613217744318349147246638049628784530960062324387924190929937709454028096942079652051593465591679432058390135828293485877839717958963005468885113659652535641734850158863316141099390701115391248298609045658359504380853780293795685682037567105124630458846439783300446455768981503954420373025108076605816561259171123364828769835874146372292030223495773766595504889696525767355251815427658786954238530993055949381184107635897105038151491992764587205552254110248577458797551478871745863
2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682258067154546490597532303803756620274057942700726443416574162612998866396511415742453480670259918301992687699355411915145820928687574332292046155909027494442079112774026913385814102907413373364601004767049309876198171952831778534939676168200691723947051341129392077608427950708509575583187523953853884742041843833489089821142670189146883785724639892578125 - 2.386669033984066157853108900948138827960470891072130206166885866626009083222437857579575964928136897075683713041867552465092072990472096851355572745469467101274003453542010040798465303765259284141262897396820452724932549523388322278410139783361031277535220383764912068907905938667685321166721156136778736591029970344479682609062365372665226459503173828125E-152,2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824967340579448972133176146938514341568539897898336564371908511996614673048336595282114382667527319917002560706595986703923301359866215419771817131835744411522065131193811143898939494377898992930151310567889919214706652077841173671675171821790278270748048631677685688153187413023763441153041960694675626157009468305235377894035764256841503083705902099609375,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025458746137740158033859569607662559324840932355874570372731883267621641075564026475835135416812187962476264070665507932859612845851464295705006303337937109087538179876775398362414710496743399728038851822213665018400015446666892143700787200549715917255235711126145636149310019134846304811552137847656394849957563610349035168608452509590236375829039843951605013704062452061886071462735684668312873690989893441006492985177580923353198845223549129388820870255515866019247255283654945839651895057792401123808986219368246612612158430889105330973191275747924809497721623873393194292910507448865183095705162870297491968080050784841589074832341728186020668453907155547129676704967534596283839370554228496116479458027190636803192816133901169826487657928485169999193549590141280937544360628817323405229340678920124137692552775582025
2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824967340579448972133176146938514341568539897898336564371908511996614673048336595282114382667527319917002560706595986703923301359866215419771817131835744411522065131193811143898939494377898992930151310567889919214706652077841173671675171821790278270748048631677685688153187413023763441153041960694675626157009468305235377894035764256841503083705902099609375 - 1.1933345169920330789265544504740694139802354455360651030834429333130045416112189287897879824640684485378418565209337762325460364952360484256777863727347335506370017267710050203992326518826296420706314486984102263624662747616941611392050698916805156387676101918824560344539529693338426605833605780683893682955149851722398413045311826863326132297515869140625E-152,2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068237740060624569390542495924880402721545596624528004992688250690633016685067253763533245946850632514684647188500750529276907553233709793713461393454630096779714281294670401388785402617260163632880806791191915089883441858030794795105359667518985977551092810214858032321187334600544295984924586001166072367887139533200631380527312330741551704704761505126953125,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999981558422613577940977639879801226811469806519053349367645690300001318500143586995152516114044583093941597314646444003301870300830220681229601638950308323714473851139802570744108316196530467165720680982680104028201284026386538841433631307656822221265742543572893339230387940102619609025641714685222720991599168323101527094380952546898415745381973075025454465167647338126524485726929236967664826179030098682418640306333266344183499533640446727634187032391062554794894555574888468696593848980895837605537943206333168766567810646570984997259914321685235104197067346202584445980186578795422022539203729141763298100979804265599724833418216162854740170540538838931012230334747696526612615210073441983752091034650211419302481338819773328159791565429571413504451940105252240966712046678877764828176538678747356928008037765433966119
2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068237740060624569390542495924880402721545596624528004992688250690633016685067253763533245946850632514684647188500750529276907553233709793713461393454630096779714281294670401388785402617260163632880806791191915089883441858030794795105359667518985977551092810214858032321187334600544295984924586001166072367887139533200631380527312330741551704704761505126953125 - 5.9666725849601653946327722523703470699011772276803255154172146665650227080560946439489399123203422426892092826046688811627301824761802421283889318636736677531850086338550251019961632594131482103531572434920511318123313738084708056960253494584025781938380509594122801722697648466692133029168028903419468414775749258611992065226559134316630661487579345703125E-153,2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682437067332095295559371286971327730686154978017556853182036679052995817077753098581771948867629528569273363977833551981580702834161859739555897823864937704474674663033042564138873987805195767810911599484354071410152541894046032659110556928684443801292866482658174446013596043653909651982275028040564143147286171081264925797338349866549833677709102630615234375,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003508584375659049505749724704444685397323725704611969009211091634470070609575510814175624730697640952036789358554755617364956838036072762653322626823130435871174728916054834664575874406967880110653268919784894778271483474771115840786805614342670397018154710534850351471471826532602591193401062161472305046701025725670251603439796727752364173262894353954590007033498765393602333961463079392838998498792312860134087320120474759530318517822440033915812971726790356081295444039610274484148336630128769614821869271826480621371841995465977868230708780750598387136321221182196638779656705947069856252362879134120051886474432199924775095354131770584315935682711035780528353303871049383468305758799437628970891988097760578540561300808783514883840137624745051875143556836943557429914416008928604049833207891764062648422975540862080
2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682437067332095295559371286971327730686154978017556853182036679052995817077753098581771948867629528569273363977833551981580702834161859739555897823864937704474674663033042564138873987805195767810911599484354071410152541894046032659110556928684443801292866482658174446013596043653909651982275028040564143147286171081264925797338349866549833677709102630615234375 - 2.98333629248008269731638612618517353495058861384016275770860733328251135402804732197446995616017112134460464130233444058136509123809012106419446593183683387659250431692751255099808162970657410517657862174602556590616568690423540284801267472920128909691902547970614008613488242333460665145840144517097342073878746293059960326132795671583153307437896728515625E-153,2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824072339691704947323981231100658789508054721314184515544595929796629919642128181085522041680679268580599179314205286371748891832494788383452558792056193361359087379898732890133640069888987020698598336981366111544934802371769903050820768019371517884018972924033773846127346948296763059157604440261124334130787832066356198013057365869826753623783588409423828125,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999992533503494618495241694802252835748433565122378980668327450695817894285376581252983345869387640367446817052002499379459617628834128376996127480788565727081195132951628408230243748640692058172262240463717100973531885120570197040900239246181996621282760165408845371770480417655989949539909249786348667551278482414754392780135786516076939866951217962624339705954609267876586569535594717054030138386741715090786023626889606902487778738907945347698076707037834018584375705484710294420605397701386392345502296511457230942836183951168822428092940088123351668848304155858224758678150135552649636551222155449102500977511708679815457638294084069338109859173925757602120372815308778107682559187187729841799359451444310698499082675889545952017844687247031445346720391035550146991334817682449257457662184452130961799000143810969588764
2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824072339691704947323981231100658789508054721314184515544595929796629919642128181085522041680679268580599179314205286371748891832494788383452558792056193361359087379898732890133640069888987020698598336981366111544934802371769903050820768019371517884018972924033773846127346948296763059157604440261124334130787832066356198013057365869826753623783588409423828125 - 1.491668146240041348658193063092586767475294306920081378854303666641255677014023660987234978080085560672302320651167220290682545619045060532097232965918416938296252158463756275499040814853287052588289310873012782953082843452117701424006337364600644548459512739853070043067441211667303325729200722585486710369393731465299801630663978357915766537189483642578125E-153,2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242215065063289514588470504069680481848022507448765236824813601632940452098295834516207651784872771366664095462704030937779600870566928895057685153527852030529170051145792657611899739704723494038571659124534128232301106561151148209631686531079779484738188753077591531316536924179297894901773603333828828018247714395027279932204322676625452004373073577880859375,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998021043935138772373722263478640216915444424041796318668330893726182177993078381898760747059169004199426920680527067538491292836082224879390401707694428760038808844589505392668487908855348188523090200797732062165605143432369593936270573284773189702734114126472930305863622664114736998424248402419212653901477002856684910100957552467320259999389233134703156367866170702196664636508182094062472838371732651745480619852130953757128253825078592525628416997493690062489739786647057653631397270321046437972985903475874937828104099547288360381365881307245223661469802560212203059770543226278144045843574785532165912045556745808454467897504237427295392279484802084022198916748400394497090273463806467994952758261904431061955419249072960946058688454500110507524561260430015474730823349006806035367986700696448231386040332564029924
2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242215065063289514588470504069680481848022507448765236824813601632940452098295834516207651784872771366664095462704030937779600870566928895057685153527852030529170051145792657611899739704723494038571659124534128232301106561151148209631686531079779484738188753077591531316536924179297894901773603333828828018247714395027279932204322676625452004373073577880859375 - 7.458340731200206743290965315462933837376471534600406894271518333206278385070118304936174890400427803361511603255836101453412728095225302660486164829592084691481260792318781377495204074266435262941446554365063914765414217260588507120031686823003222742297563699265350215337206058336516628646003612927433551846968657326499008153319891789578832685947418212890625E-154,2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682429608991364095352627996006012267752317601546022252775142407534662610799368028463467012692739128141470002466230296145479249421433764514253237337700108112389983181772250245357496492601121501375648658037799706346237776479828772070603436896997620798070124185094475180663380706447851315465646382036951215713734324112607599298330196546658044098876416683197021484375,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000764814155398910939735994091542451156384074873204143838770992680326124301326946356468185894933322575731855019540911577928124837059148821021862167258779598331405537832098578720113304457616824901032568478580760474570023806041733779968076296208816015587372935199595139889466726037035028027055476831378160908810128386772787840715624863656122119831866175955027008614478457040490326347689377281109166905277413737875626176884892026623688937623191906383383720738992743903282592172294545241044086303855700722364103026535707516440856591985279056627525613226819362765614577666082697537229154415936147678544272426237376254610122275654927214825941895405641094113601655797702621881501139506651465304599670647504708868435684839618777040049584739860022611950894005792535642251747079837697565216911084699028844033025539730918478237756499
2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682429608991364095352627996006012267752317601546022252775142407534662610799368028463467012692739128141470002466230296145479249421433764514253237337700108112389983181772250245357496492601121501375648658037799706346237776479828772070603436896997620798070124185094475180663380706447851315465646382036951215713734324112607599298330196546658044098876416683197021484375 - 3.7291703656001033716454826577314669186882357673002034471357591666031391925350591524680874452002139016807558016279180507267063640476126513302430824147960423457406303961593906887476020371332176314707232771825319573827071086302942535600158434115016113711487818496326751076686030291682583143230018064637167759234843286632495040766599458947894163429737091064453125E-154,2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824258798209984952492563505233545362853989133102549525716952717754960076601754934043145446052939279275683217104286682274285227150697169016019070946176933163476374411418540859668077449990843681580171873145225238142803937727201417763498768811542092964587530363126255479882730378448221472073320590351447519969584006282789360488261198867121493094600737094879150390625,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999392929045268841656729128785091334035914249457500231253550943203254151147202664127614466477051163387579387850033989558209708836570686850206131937476604179279210628980631601957695959863097204358101593043111981820745511207323508580979171502153724350588553160010188925682024565254227321530209625760554327763823869965448668414130719825783609327459675104455986177981054650686952670996109460345690913251990616356136712174204922148333825636878561002445813857154725644768612354834149170126050339436118295228547873558920491143501991041710465374871905354928966545940568104274754441846053996681319500138409268498377245264289477428503585794063776315676839173636318458085233111696632772668198828091011332928300447456625209727070195864850137230447305131006929073001044782480856875870119437913834677540889501671817196162500725093398041
2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824258798209984952492563505233545362853989133102549525716952717754960076601754934043145446052939279275683217104286682274285227150697169016019070946176933163476374411418540859668077449990843681580171873145225238142803937727201417763498768811542092964587530363126255479882730378448221472073320590351447519969584006282789360488261198867121493094600737094879150390625 - 1.86458518280005168582274132886573345934411788365010172356787958330156959626752957623404372260010695084037790081395902536335318202380632566512154120739802117287031519807969534437380101856660881573536163859126597869135355431514712678000792170575080568557439092481633755383430151458412915716150090323185838796174216433162475203832997294739470817148685455322265625E-154,2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242774440618129530094217326468340201885825742813860267341883965507930922977176093389077864901652803451916208832948218645388606825174070792757221615890071436881031145705216566215211880010293476683292267616111508025908512627445692347665688907591504726443861070355036432582687214633673133648922053604798385534636237044326767357815821668509670416824519634246826171875,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000078871600333876298232561438316892596149162165352187546160967941790137724264805242041326185992242981655621434787450568068916836814917835613997052367691888828833942848822494404753470462010689041077132862085263772822249403712082361188585577096950555944915454898373583487115613190216501854771972829780974425987072034563055776226093435573037070673967647334685711426752929098685798652698221602432942920007679606159376338968256299795189155634731166051190124205680741238435075613426616383422757031116851427196010629176399967938497395365886170330164050222571730260895215219122825246891600100875836099270060801260699511560053037891396482964252508161758310160878800433930406456367889868776353741289659983932475787896333467885785203613050109102228849597214290246610407259748498519311230793598866612181550749519935371749888202761009
2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242774440618129530094217326468340201885825742813860267341883965507930922977176093389077864901652803451916208832948218645388606825174070792757221615890071436881031145705216566215211880010293476683292267616111508025908512627445692347665688907591504726443861070355036432582687214633673133648922053604798385534636237044326767357815821668509670416824519634246826171875 - 9.32292591400025842911370664432866729672058941825050861783939791650784798133764788117021861300053475420188950406979512681676591011903162832560770603699010586435157599039847672186900509283304407867680819295632989345676777157573563390003960852875402842787195462408168776917150757292064578580750451615929193980871082165812376019164986473697354085743427276611328125E-155,2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682426812113589895275099261894018969152128585369196777622557055715287658444973627169102661627155227981043741899379075206941204391660728804764739655388297015358223876299453125814479931899593651462425054995341819447269739449497299349913266885115062171861595823508087956157049954995579439271910639785596367926152381499361101861202139051698623006814159452915191650390625,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999735900322801358977480845111704113316031705811426209399855955572522144435733734684827896331521703184617504642410720063139312836692802342910064494922148034059903750775341399197686924737967365302466875977908345953075000779775160766262618959104257546480972409277651642259912581108368243461525654678621333617322989618053647408881713365794201438315631172071698787274424901518076496996009120218750413147842280538994026063255039102368369325289867572779323204401255393915410939463718309470132518722141410329842755319319800799095030025924904244433839887179237096215108483311262978162386639884698904084100948451921585941214730633950938118716058871268840812242744776475270302644734484651837504866939738114334193270662916952893704167822923578218069758846871399286782763280813524520722552728021252404085718662639443599769582608260008
2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682426812113589895275099261894018969152128585369196777622557055715287658444973627169102661627155227981043741899379075206941204391660728804764739655388297015358223876299453125814479931899593651462425054995341819447269739449497299349913266885115062171861595823508087956157049954995579439271910639785596367926152381499361101861202139051698623006814159452915191650390625 - 4.661462957000129214556853322164333648360294709125254308919698958253923990668823940585109306500267377100944752034897563408382955059515814162803853018495052932175787995199238360934502546416522039338404096478164946728383885787867816950019804264377014213935977312040843884585753786460322892903752258079645969904355410829061880095824932368486770428717136383056640625E-155,2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824272782598855952880207175793511855854934213986676901479879476851834838373726940514967201380858780077814519938542786966975452299562347563461559357735988648635170938782526457383160253498482931146289888357514672637644122878858781366949618870954886095630172171058191602414384135709580853041999301608221758907493719349021847673901486341918598554912023246288299560546875,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999907385961567617637856703275010502956090433988389198473008461757156141079999269963434611258756973083136563038599085315604114836753860089262030773644919961445839213027235534555335749993842381822491382676324235652021405210307962887520287372970334074516503457543855209792349720120828955600407527600064574652259410430390959995791908026662265638995531790698024452113434878487630939970204293403335016880448298659780986650802183598754650477478447515220252795245437766031608405169297666033001641852621668706115487402677230349431519194003341408739500950382498405925601384456255355975339434976534275161172326871806212970580660729605139980804155455267648449628019244319416193462934907679345712735820228381967487771376340289363073394298385363243341352970819431379986155266823021648099148047818913644167019934416029846933077608222575
2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824272782598855952880207175793511855854934213986676901479879476851834838373726940514967201380858780077814519938542786966975452299562347563461559357735988648635170938782526457383160253498482931146289888357514672637644122878858781366949618870954886095630172171058191602414384135709580853041999301608221758907493719349021847673901486341918598554912023246288299560546875 - 2.3307314785000646072784266610821668241801473545626271544598494791269619953344119702925546532501336885504723760174487817041914775297579070814019265092475264660878939975996191804672512732082610196692020482390824733641919428939339084750099021321885071069679886560204219422928768932301614464518761290398229849521777054145309400479124661842433852143585681915283203125E-155,2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242751133303344529448144542201729380217583941340314641070339367013139653357222749269374939355120302115030704109188044157571564910398773213686407596624978961616370266765240570023407207497561394073095575595629117201174870708016753008580938808570182841372791390468476228363264285864740832034457534843507987304786715267272622048415342543847827982972376048564910888671875,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999993128780950746968044632356663697776119798076870693009584714849473139402132037602737968722374608032396092236693267941836515836784388962438013913006305925137704169491817411418573498326389874094464102333286607409690022336651107955303107751251074821056599337585075045869441572398406874463154428676388629696774336127193992746170024130387272554045999055758905818975832355247087751923282575961266216809491635710739101607060781852205250845155356723796006845900015009277032572504842141658946342125484563696019198519038091442561391376253740594748065516271787254119607788195118008662714994977078568890488485808073155270843770742052078897599059581652173474701108075870246619951456133282563696721876908737527679064937905343420639372010870434440315234857311109845867983132692338492838750057270460004909902840408408173242515133770727
2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242751133303344529448144542201729380217583941340314641070339367013139653357222749269374939355120302115030704109188044157571564910398773213686407596624978961616370266765240570023407207497561394073095575595629117201174870708016753008580938808570182841372791390468476228363264285864740832034457534843507987304786715267272622048415342543847827982972376048564910888671875 - 1.16536573925003230363921333054108341209007367728131357722992473956348099766720598514627732662506684427523618800872439085209573876487895354070096325462376323304394699879980959023362563660413050983460102411954123668209597144696695423750495106609425355348399432801021097114643844661508072322593806451991149247608885270726547002395623309212169260717928409576416015625E-155,2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682427627869607370297711809343350347910517048420770874542061116662605352881671994213292264021283865527834734564710681314014800858677864220032218146062575251992487007062352285681193095437539274353781939216058703126135416916677312226781233138580808437839083262304117563304729757502492069828416897942241531864197114761557996947031155821061787491998984478414058685302734375,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036000190642311633138596897490295186134480121111440277872841395631638563198421422389647454183425507025856835740359254952716336799653399026005482686998906983360954058767052146295706418816116233440578738706400015573184627591866490983014483228370814957229866582714476985705819230032724592854370368451265850793477803769812071157254913144430062548553965919163785317105625118758737762869311250844689366769671419262450094777525542796816909962827084052299375776332230546778985160695208767679807039805709106151926015369319150144615172030220880979714449799193800457372820516258411620027102164259145589253303895606328229844730524028746789138081473229047840757379668971100353822044524546789157849432023354149702664862907588471277605112253965732715020090171099774367815808913794566044304846336530275459493951969526690817121541508524
2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682427627869607370297711809343350347910517048420770874542061116662605352881671994213292264021283865527834734564710681314014800858677864220032218146062575251992487007062352285681193095437539274353781939216058703126135416916677312226781233138580808437839083262304117563304729757502492069828416897942241531864197114761557996947031155821061787491998984478414058685302734375 - 5.82682869625016151819606665270541706045036838640656788614962369781740498833602992573138663312533422137618094004362195426047869382439476770350481627311881616521973499399904795116812818302065254917300512059770618341047985723483477118752475533047126776741997164005105485573219223307540361612969032259955746238044426353632735011978116546060846303589642047882080078125E-156,2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824275696013204077960966273826838208563464439170870104763822551663683747076221108529930067074175342744925208029012808777952582538909259760845411110144125208043253548650023456907135837562574441472564474860074971490735828118787398784335212633332551331264055881044011627941812001805697390743807366453383058686224909571153615837576546232501328859143541194498538970947265625,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014564485796529300591614627076996481127139098991066643728778122552388982665229512563808088279016769710974536216813598394616086792021180732009697846652416060555536247404006591092657878756953830369830821251619818710865671474055056327353072003312349621032719669142302004430502423150058636477191926261563721137100396303219161788571019263561377046199379408785515198624939659092533359055536366504286679297644240657705994645015815317181335898776277038999640496560906686849261682270475723632769524223068873167397470182631363073658770527186496524822261999018297046868310532740164409536803112120506058676213188354613492372485177060590703426270398802822121194979317046021573605503200645933412564785463075003691475979308216076414817753183183894959676024804149992204697023366740478494676863965717142133529192139144640860396276839014
2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824275696013204077960966273826838208563464439170870104763822551663683747076221108529930067074175342744925208029012808777952582538909259760845411110144125208043253548650023456907135837562574441472564474860074971490735828118787398784335212633332551331264055881044011627941812001805697390743807366453383058686224909571153615837576546232501328859143541194498538970947265625 - 2.913414348125080759098033326352708530225184193203283943074811848908702494168014962865693316562667110688090470021810977130239346912197383851752408136559408082609867496999523975584064091510326274586502560298853091705239928617417385593762377665235633883709985820025527427866096116537701808064845161299778731190222131768163675059890582730304231517948210239410400390625E-156,2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242754046717692654528903640235055732926114166524507844354282441824988562059716917284337805048436864782141392199658065968548695149745685411070259349033115521024452876632737569547382791561652904399370162098189416054266575947945370425966532570947848077006675100454296253890692151960857369736265599688669287083517905489404390212090402434430558287203893996775150299072265625,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003846633373638134318123491870347128623468587930879826656746486012764192398633557650888405326812401053533386455040770115565961788205071585011805426479170599135596487638652706997591979111903629021339148582892640720259551400723464111303400318090968242345558023420559081150239063011031326934008402285500695794016619466246992339922007319424639758552461598365683853167972789595127007321437434397467169144136049044339757195003175854877733980454917237798788985074304419762061946972918860013259374771162122304809768426236676239015013244773755047392172638620142698261651077498252569383537264936399616205449400068132292440849815976651885645692225611508262847437456975006826987167256569627977585504518171221745869770576810143392565120074333067760649921733533999697876181564196784712494447062993540058983332582756675900758320359953
2.718281828459045235360287457761253355462020916898522342791572276644081115866924300818608569612984600115451769583130667943635199319055476563826064150068242754046717692654528903640235055732926114166524507844354282441824988562059716917284337805048436864782141392199658065968548695149745685411070259349033115521024452876632737569547382791561652904399370162098189416054266575947945370425966532570947848077006675100454296253890692151960857369736265599688669287083517905489404390212090402434430558287203893996775150299072265625 - 1.4567071740625403795490166631763542651125920966016419715374059244543512470840074814328466582813335553440452350109054885651196734560986919258762040682797040413049337484997619877920320457551631372932512801494265458526199643087086927968811888326178169418549929100127637139330480582688509040324225806498893655951110658840818375299452913651521157589741051197052001953125E-156,2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682427525900105185919885240912183925565718490539324112427123109044190641077084698332768563722017785834485860481544230550630601300300722293123783334728290472413204115716989890697853949995296071492362328688469092666277207233279810617172737356897590154591897332454613862411269782189127991008853615672660886371941523103783385061302528724891391931350881350226700305938720703125,0.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998487707162192551181377924267022452371633332400786418120730667742951797265335580194428563850710216724812811574154355976040899286297017011512859216392547868421318894235017988326673621885511278393813883763194781835094830860451199281223822957307240375354830153325773761349456143767094089323768064577166192993750962761069110105053121741798035083541885541276047918847537598400518336484787400509896723874978448782167598764748451133432797789811340164674693060764934050863262711221653488486936285828660487235503309928664459445379099856288684983640780705777774558930469498986209652389683384327978190634857243101648711502431269716793263386233417186963577245118457724169876749453145031425893172392627893135903023018886863298195352071334345094207747065450672590912087338256209755476348816978674311977824270260302100932814619637963
2.7182818284590452353602874577612533554620209168985223427915722766440811158669243008186085696129846001154517695831306679436351993190554765638260641500682427525900105185919885240912183925565718490539324112427123109044190641077084698332768563722017785834485860481544230550630601300300722293123783334728290472413204115716989890697853949995296071492362328688469092666277207233279810617172737356897590154591897332454613862411269782189127991008853615672660886371941523103783385061302528724891391931350881350226700305938720703125 - 7.2835358703127018977450833158817713255629604830082098576870296222717562354200374071642332914066677767202261750545274428255983672804934596293810203413985202065246687424988099389601602287758156864662564007471327292630998215435434639844059441630890847092749645500638185696652402913442545201621129032494468279755553294204091876497264568257605787948705255985260009765625E-157,2.71828182845904523536028745776125335546202091689852234279157227664408111586692430081860856961298460011545176958313066794363519931905547656382606415006824275331836410562325871386572672414474898161022845954353329667312202633488409337528059708862510772411536372017704056051580441258990895736172429641093108138117243222416586331966638889554563002681780151547254934134099364963796321607162013413035343176809820417295784124750883518543682823531081358347737896213883510793387144817117163746178487571114601450972259044647216796875,1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001167170267915342749750708068684790497550960165833122388738576877857994831984568922658484588761308889173099014597563045803430537251044298262332321435859233778816667063581829047414917782363057870349801880154900435165662839221204089768173430880190740320789675642659242763235206653598006698775614741358693571277438471202988777517084657105257012844603303104653472986780808270988292243221919991945520352615572316620041195173566322503255770789706682842461281034227211802816291237524856287746705902512734516567981405694996387929102544906332217001153292707073089028801757075915136792169803713378718767267944206901021433917839695632416725805329722648528620813449181975881961454747629121098384441187388598794649141596235176325587071063763793758592295573296611522084886801991476260209522973807342731713336731416493493443681598193
